$HAVE_CRYPTO,$HAVE_HASH,$HAVE_REPLICATION,$HAVE_VERIFY,$HAVE_SEQUENCE,$HAVE_STATISTICS,$DIAGNOSTIC,$PAGESIZE,$PS1K,$PS4K,$PS8K,$PS16K,$PS32K,$CACHESIZE,$CS32MB,$CS16MB,$CS64MB,$CS512MB,$<Performance
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.9098
1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,38.9160
0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0.5229
1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,3.2768
0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.6279
0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0.3705
1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,10.9177
1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.7591
1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,38.8806
0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0.5131
0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.2537
1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,2.0870
1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,3.2251
1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,2.0300
0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0.3637
1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,38.9832
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,19.9323
0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1.2640
1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,5.8326
0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0.5151
1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,6.5250
0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0.5356
0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0.5204
1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,37.6364
1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,37.6081
0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1.2665
1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,2.0185
0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,2.1564
0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0.3763
0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0.5200
0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.5359
1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,38.8937
0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0.6489
1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,37.6825
1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,21.2602
1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,3.2754
0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2.3908
0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0.5693
0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.5206
1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,5.8275
0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1.2688
0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.5164
1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,21.2615
1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,19.9089
0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0.4638
1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,2.0358
0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1.2525
0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0.5250
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.4856
1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,6.5317
0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.3844
0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0.3837
0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.7475
1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,10.9249
1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,10.7275
0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0.5255
0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.7562
0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,2.3648
1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,21.2664
1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,38.8651
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,19.9344
1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,3.2862
0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0.6439
0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1.2574
1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,21.2654
0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,2.0975
1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,19.9186
1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,2.0826
0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0.4434
0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,2.1020
1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,10.7319
0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0.3884
1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.7519
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,10.7440
1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,10.9581
0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0.4772
1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,10.9626
0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0.6448
0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0.5192
1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,3.2411
1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,37.6323
1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,10.7161
0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0.5394
1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,39.0336
0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.5255
0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1.3081
1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,20.0239
1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,3.2328
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0.6370
1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,3.2471
0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0.5797
0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.4970
1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,10.9192
1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,10.7386
1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,6.5272
1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,21.2535
1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,6.5502
1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,5.8643
0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.6299
1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,10.9346
1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,6.5372
0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1.2729
1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,6.5083
0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0.6414
1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,10.7347
1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,6.5596
0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0.4665
0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.5703
1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,39.0261
1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,10.9037
1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,10.7534
0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1.3117
1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,19.9533
0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,2.1572
0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.3897
0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0.5182
1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,3.2066
1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,2.0665
1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,6.5348
0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0.4352
0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1.2546
1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,19.8986
1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,10.9178
1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,21.2509
0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,2.1033
0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.7742
0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0.5182
0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0.5075
0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0.3695
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,2.3791
1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,38.9563
0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0.5254
1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.9189
0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0.4646
1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,5.8747
1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,19.9631
1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,21.2463
0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0.5321
0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0.9568
0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1.3172
1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,6.5274
1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,5.8404
1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,20.0119
1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,10.9130
0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2.1332
1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,21.1973
0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.4593
1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,10.9415
1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,10.7378
0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1.2733
1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,37.6059
0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0.9242
1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,10.7133
0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,2.1190
1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,10.9212
1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,21.2563
0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.4521
0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.5149
1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,5.8306
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.5184
0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0.5206
1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2.0364
0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0.5764
0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0.5201
1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,5.8320
0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0.7572
1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,6.5015
0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.7753
1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,19.9572
1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,38.9265
0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.7537
0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.5800
1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,39.0131
0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1.3047
0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0.6326
0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.3855
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,10.7332
1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,5.8331
1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,19.9569
0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.7444
1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,37.6069
1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,20.0148
0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1.2554
1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,19.9874
1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,2.0373
1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,2.0251
1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,38.8917
1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,5.8350
0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,2.1464
0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,2.4088
1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,20.0191
1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,37.5901
0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0.6399
0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0.9244
1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,37.6686
1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,10.7030
1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,6.5283
1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,37.7028
1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,6.5117
1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,38.8631
0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.7508
1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,2.0668
0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,2.0916
0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.5180
0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0.9129
0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0.5672
0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0.4527
0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,2.3936
1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2.0244
1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,20.0204
1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,2.0312
0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0.4653
1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,10.7512
1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,3.2226
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,3.2389
1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,5.8257
1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,6.5152
1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,5.8416
0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.3676
0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2.1478
0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1.2604
0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1.2575
0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,2.1020
1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,20.0319
0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0.3917
1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,21.2985
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,2.0636
0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0.9177
0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0.4603
0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0.5378
0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.5124
1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,21.2791
0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.5130
0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0.6414
1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,38.8176
0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0.3659
0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1.2572
0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0.5016
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,2.3807
1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,10.7184
1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,6.5162
0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0.9218
0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0.4440
0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1.2526
0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,2.1563
0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.5055
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0.6355
1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,21.2768
1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,21.2868
0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2.1595
1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,10.7701
0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1.2439
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,5.8673
1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,2.0279
1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,38.8573
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0.4787
1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,3.2324
0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0.3596
1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,6.5287
0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0.4544
0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.6356
1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,6.5464
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.4785
1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,6.5204
0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0.5275
1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,21.2438
0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0.5148
1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,19.9962
0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0.4683
1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,2.0843
0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.5203
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0.4790
1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,10.8937
1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.7410
0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.7470
0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0.6361
1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,3.2390
1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,38.8726
1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,6.4875
1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6.5143
0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.4644
1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,5.8434
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,10.7229
1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,21.2656
1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,20.0216
1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,10.7352
1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,10.7320
0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,2.1163
1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,37.6059
1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,2.0403
1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,37.7692
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.5022
1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,37.6505
1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,38.8427
0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.9261
0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2.1506
1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,5.8308
1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,6.5174
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,10.7562
0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.4987
0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0.4534
1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,38.9837
1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,2.0814
1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.7224
1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,3.2852
1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,2.0831
1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2.0350
0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0.4652
1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,37.8020
1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,10.9066
1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,19.9344
1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,3.2277
1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.7427
1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,37.7456
1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,10.8962
1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,3.2375
0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.5214
1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,10.7295
1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,5.8435
0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.5154
0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0.3851
0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0.9189
0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1.3114
1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,10.7242
1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,10.7379
1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,38.8794
0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1.2745
0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0.5198
1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,19.9986
0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0.4747
0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.4997
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.5203
0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0.7496
1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,5.8237
0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.7761
0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.7534
1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,10.7419
